"movieId","title","genres"
70173,Afterburn (1992),Драма
70175,Winged Creatures (Fragments) (2008),Криминал|Драма
70181,Rainbow Valley (1935),Боевик|Романтика|Вестерн
70183,"Ugly Truth, The (2009)",Комедия|Драма|Романтика
70186,Heimat - A Chronicle of Germany (Heimat - Eine deutsche Chronik) (1984),Драма
70188,Wild River (1960),Драма|Романтика
70197,My First War (2008),Документальный
70201,High Hopes (1988),Комедия
70204,Tulsa (1949),Боевик|Драма|Романтика
70206,"Collector, The (2009)",Криминал|Ужасы|Триллер
70208,"Perfect Getaway, A (2009)",Ужасы|Триллер
70223,Fanfan la Tulipe (Fan-Fan the Tulip) (1952),Боевик|Приключения|Комедия|Романтика|Военный
70227,Dark Ride (2006),Ужасы|Триллер
70229,House (2008),Драма|Ужасы|Триллер
70235,Dallas 362 (2003),Драма
70237,Moonshot (2009),Драма
70282,Aliens in the Attic (2009),Приключения|Детский|Фэнтези|Научная фантастика
70286,District 9 (2009),Мистика|Научная фантастика|Триллер
70293,Julie & Julia (2009),Комедия|Драма|Романтика
70295,"Beaches of Agnes, The (Plages d'Agnès, Les) (2008)",Документальный
70301,Obsessed (2009),Криминал|Драма|Триллер
70305,Race to Witch Mountain (2009),Приключения|Детский|Фэнтези|Научная фантастика|Триллер
70315,Friend Zone (Pagafantas) (2009),Комедия
70318,"Black Box, The (La boîte noire) (2005)",Мистика|Триллер
70331,My Stars (Mes stars et moi) (2008),Комедия
70334,Hannah Montana: The Movie (2009),Комедия|Драма|Мюзикл|Романтика
70336,G.I. Joe: The Rise of Cobra (2009),Боевик|Приключения|Научная фантастика|Триллер
70342,Séraphine (2008),Драма|Военный
70344,Cold Souls (2009),Комедия|Драма
70355,Daddy Nostalgia (Daddy Nostalgie) (1990),Драма
70361,12 Rounds (2009),Боевик|Триллер
70366,"Silent Night, Deadly Night Part 2 (1987)",Комедия|Ужасы
70370,"Boys from Fengkuei, The (Feng gui lai de ren) (1983)",Драма
70374,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La) (2000)",Комедия
70377,Where Danger Lives (1950),Драма|Фильм-нуар|Романтика|Триллер
70410,"Killing Room, The (2009)",Драма|Мистика|Триллер
70418,Introducing Dorothy Dandridge (1999),Драма|Мюзикл|Романтика
70421,"Summer at Grandpa's, A (Dong dong de jia qi) (1984)",Драма
70423,"Time to Live, a Time to Die, A (Tong nien wang shi) (1985)",Драма
70425,"One and Only, The (Eneste ene, Den) (1999)",Комедия|Романтика
70432,Fail Safe (2000),Драма|Триллер
70451,Max Manus (2008),Боевик|Драма|Военный
70465,Jerusalema (Gangster's Paradise: Jerusalema) (2008),Боевик|Криминал|Драма
70488,Wings of Hope (Julianes Sturz in den Dschungel) (2000),Приключения|Документальный
70490,"Trail Beyond, The (1934)",Боевик|Приключения|Вестерн
70492,Winds of the Wasteland (1936),Вестерн
70495,Kill Buljo: The Movie (2007),Боевик|Комедия
70497,Stone of Destiny (2008),Приключения|Комедия|Криминал|Драма
70500,Okie Noodling (2001),Документальный
70507,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007)",Комедия|Драма|Фэнтези
70511,Randy Rides Alone (1934),Вестерн
70513,West of the Divide (1934),Романтика|Вестерн
70517,Army Brats (Schatjes!) (1984),Детский|Комедия
70521,Lost in Austen (2008),Драма|Фэнтези|Романтика|Научная фантастика
70529,Je suis né d'une cigogne (1999),Комедия|Фэнтези
70531,"Star Packer, The (1934)",Боевик|Романтика|Вестерн
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Боевик|Анимация|Научная фантастика
70535,Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) (2000),Анимация|Комедия|Романтика
70537,Moliere (1978),Драма
70541,Floating Clouds  (Ukigumo) (1955),Драма|Романтика
70543,Japanese Girls at the Harbor (Minato no nihon musume) (1933),Драма
70545,"Deal, The (2008)",Комедия
70549,Doing Time on Maple Drive (1992),Драма
70559,"Line, The (La linea) (2008)",Боевик|Криминал|Драма|Триллер
70562,"Ramen Girl, The (2008)",Комедия|Драма|Романтика
70565,"Goods: Live Hard, Sell Hard, The (2009)",Комедия
70567,Adam (2009),Драма|Романтика
70571,Just Sex and Nothing Else (Csak szex és más semmi) (2005),Комедия
70587,Alien Trespass (2009),Комедия|Научная фантастика
70591,Ignition (2001),Боевик|Драма
70593,Dillinger and Capone (1995),Криминал|Драма
70595,"Next Stop, Greenwich Village (1976)",Комедия
70597,Gigantic (2008),Комедия|Романтика
70599,"Time Traveler's Wife, The (2009)",Драма|Романтика|Научная фантастика
70607,Feast II: Sloppy Seconds (2008),Боевик|Комедия|Ужасы|Триллер
70609,Katze im Sack (2005),Драма
70611,Traffic Affairs (Mitfahrer) (2004),Драма
70629,Waterland (1992),Драма
70637,I Can't Think Straight (2007),Драма|Романтика
70641,Miss March (2009),Комедия
70643,Bandslam (2009),Комедия|Драма|Мюзикл
70649,"City of Sadness, A (Bei qing cheng shi) (1989)",Драма
70656,Harvard Beats Yale 29-29 (2008),Документальный
70659,"Great Happiness Space, The: Tale of an Osaka Love Thief (2006)",Документальный
70661,Tyler Perry's Meet the Browns (2008),Комедия|Драма|Романтика
70663,"I Love You, Beth Cooper (2009)",Комедия|Романтика
70670,Second Wind (Le deuxième souffle) (Second Breath) (1966),Криминал|Драма|Фильм-нуар
70678,Huhwihaji Anha (No Regret) (2006),Драма
70682,Detroit Metal City (Detoroito Metaru Shiti) (2008),Комедия|Драма|Мюзикл
70684,Daughter of the Nile (Ni luo he nu er) (1987),Драма
70687,Paper Heart (2009),Комедия|Документальный|Драма|Романтика
70689,Mystery Street (1950),Криминал|Драма|Фильм-нуар
70695,"Haunting of Molly Hartley, The (2008)",Драма|Ужасы|Триллер
70697,G-Force (2009),Боевик|Приключения|Детский|Фэнтези
70703,Christopher Columbus: The Discovery (1992),Приключения
70706,Fighting (2009),Боевик|Драма
70708,Tetro (2009),Драма|Мистика
70712,Abandon Ship! (Seven Waves Away) (1957),Приключения|Драма
70722,"Good Men, Good Women (Hao nan hao nu) (1995)",Драма|Романтика
70724,Side Street (1949),Криминал|Драма|Фильм-нуар
70726,Adoration (2008),Драма
70728,Bronson (2009),Боевик|Комедия|Драма|Триллер
70730,Feel the Noise (2007),Драма
70740,I Really Hate My Job (2007),Комедия|Драма
70742,"Matador, The (2008)",Документальный
70751,Little Richard (2000),Драма
70762,"Curiosity of Chance, The (2006)",Комедия
70769,If Only (2004),Драма|Фэнтези|Романтика|Триллер
70789,"Susana (Devil and the Flesh, The) (1951)",Драма|Романтика
70792,Vengeance Valley (1951),Вестерн
70795,Great Guy (1936),Криминал|Драма|Мистика
70797,"Hurricane Express, The (1932)",Приключения|Криминал|Драма
70800,Paris (2007),Документальный
70802,"Secret of Moonacre, The (2008)",Приключения|Фэнтези|Романтика
70804,Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) (1938),Документальный
70806,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) (1938),Документальный
70817,Shadow Warriors 2 (Assault on Devil's Island) (1997),Боевик|Приключения|Триллер
70819,The Shadow of the Eagle (1932),Криминал|Драма|Мистика|Триллер
70821,Cinematographer Style (2006),Документальный
70824,"Cell 2, The (2009)",Ужасы|Научная фантастика|Триллер
70826,Summer School (2006),Ужасы
70828,Space Odyssey: Voyage to the Planets (2004),Документальный|Драма|Научная фантастика
70831,Krakatoa: The Last Days (2006),Документальный|Драма
70833,Queen Kelly (1929),Драма
70839,Midnight Bayou (2009),Драма|Мистика|Романтика
70843,Northern Lights (2009),Драма|Мистика|Романтика
70846,Lorna's Silence (Le silence de Lorna) (2008),Драма
70849,"Doulos, Le (1962)",Криминал|Триллер
70862,It Might Get Loud (2008),Документальный
70864,Botched (2007),Комедия|Криминал|Ужасы|Триллер
70867,Lonely Street (2009),Комедия|Мистика
70869,High Noon (2009),Драма|Мистика|Романтика
70871,"Day in the Country, A (Partie de campagne) (1936)",Драма|Романтика
70877,Moonfleet (1955),Приключения|Драма
70880,7 Women (a.k.a. Seven Women) (1966),Драма
70887,Vacancy 2: The First Cut (2009),Ужасы|Триллер
70889,"Pom Pom Girls, The (1976)",Комедия
70891,Tribute (2009),Драма|Мистика|Романтика
70898,Post Grad (2009),Комедия
70912,Goodbye Solo (2008),Драма
70914,Long John Silver (1954),Боевик|Приключения
70920,Questo piccolo grande amore (2009),Комедия|Романтика
70924,Voices (1979),Драма|Романтика
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Комедия|Драма
70932,My Life in Ruins (2009),Комедия
70946,Troll 2 (1990),Фэнтези|Ужасы
70948,London (1994),Документальный
70958,Paris 36 (Faubourg 36) (2008),Драма|Мюзикл|Романтика
70961,Murder Ahoy (1964),Комедия|Криминал|Драма|Мистика
70964,Witch Hunt (2008),Документальный
70968,"Dog Year, A (2009)",Комедия|Драма
70970,Good (2008),Драма|Военный
70976,"Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007)",Драма|Романтика
70978,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),Комедия
70984,Taking Woodstock (2009),Комедия
70988,Norma Jean & Marilyn (1996),Драма
70990,If These Walls Could Talk (1996),Драма
70992,Cargo 200 (Gruz 200) (2007),Драма
70994,Halloween II (2009),Ужасы|Триллер
71007,Meteor (2009),Боевик|Драма|Научная фантастика
71011,Five Graves to Cairo (1943),Триллер|Военный
71014,"Dark Corner, The (1946)",Криминал|Драма|Фильм-нуар
71017,Full Body Massage (1995),Драма
71027,"Good Marriage, A (Beau mariage, Le) (1982)",Комедия|Драма|Романтика
71029,Videocracy (Videocracy - Basta apparire) (2009),Документальный
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Криминал|Драма|Мистика|Романтика|Триллер
71047,"Day After Trinity, The (1981)",Документальный
71057,9 (2009),Приключения|Анимация|Научная фантастика
71065,Cosmonaut (Cosmonauta) (2009),Комедия
71067,Carry on Screaming! (1966),Комедия|Ужасы
71069,Green Street Hooligans 2 (2009),Боевик|Криминал|Драма
71094,Randy and the Mob (2007),Комедия|Криминал
71096,Detective (Détective) (1985),Криминал|Драма
71102,"Three Musketeers, The (1933)",Боевик|Приключения|Триллер
71104,Seven Sinners (1940),Комедия|Драма|Романтика
71106,Frequently Asked Questions About Time Travel (2009),Комедия|Научная фантастика
71108,"White Ribbon, The (Das weiße Band) (2009)",Драма|Мистика
71110,Kahlekuningas (2002),Комедия|Драма
71112,Mentiras y gordas (2009),Комедия|Драма|Романтика
71114,Fuga de cerebros (2009),Комедия
71116,Living with Michael Jackson (2003),Документальный
71129,Green Lantern: First Flight (2009),Боевик|Приключения|Анимация|Фэнтези|Научная фантастика
71131,"Most Hated Family in America, The (2007)",Документальный
71133,Lies and Illusions (2009),Боевик|Комедия|Триллер
71135,Pandorum (2009),Ужасы|Научная фантастика|Триллер
71139,Paraíso Travel (2008),Приключения|Драма|Романтика
71141,Airbag (1997),Боевик|Комедия|Криминал|Триллер
71143,Peter Ibbetson (1935),Драма|Фэнтези|Романтика
71147,Death of a Cyclist (Muerte de un ciclista) (1955),Драма
71152,Skellig (2009),Драма|Фэнтези|Мистика
71154,Flood (2007),Боевик|Драма|Триллер
71156,"Men Who Stare at Goats, The (2009)",Боевик|Комедия|Драма
71158,Immigrants (L.A. Dolce Vita) (2008),Анимация
71160,"Hunt For Gollum, The (2009)",Боевик|Приключения|Фэнтези
71164,Welcome Mr. Marshall (Bienvenido Mister Marshall) (1953),Комедия
71168,Beast from Haunted Cave (1959),Криминал|Ужасы|Романтика
71170,All's Well (1972),Драма
71178,Street of Shame (Akasen chitai) (1956),Драма
71180,Padre padrone (1977),Драма
71182,"Travelling Players, The (O thiasos) (1975)",Драма|Военный
71184,Valentino: The Last Emperor (2008),Документальный
71187,"Pilgrim, The (1923)",Комедия
71189,"Million, Le (Million, The) (1931)",Комедия|Мюзикл
71199,Memories of Underdevelopment (Memorias del subdesarrollo) (1968),Драма
71201,Return Of The Ghostbusters (2007),Комедия
71203,Laid To Rest (2009),Ужасы
71205,Jennifer's Body (2009),Комедия|Ужасы|Научная фантастика|Триллер
71211,"Informant!, The (2009)",Комедия|Криминал|Драма|Триллер
71216,"Great Gabbo, The (1929)",Драма|Мюзикл|Романтика
71237,Hillsborough (1996),Драма
71239,"Brøken, The (a.k.a. Broken, The) (2008)",Драма|Ужасы|Триллер
71241,"Tall Men, The (1955)",Боевик|Приключения|Драма|Романтика|Вестерн
71243,Tension (1949),Криминал|Драма|Фильм-нуар|Романтика
71246,Amreeka (2009),Драма
71248,Extract (2009),Комедия
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Ужасы|Триллер
71254,Gamer (2009),Боевик|Научная фантастика|Триллер
71264,Cloudy with a Chance of Meatballs (2009),Анимация|Детский|Фэнтези|IMAX
71266,Radio Inside (1994),Драма|Романтика
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Комедия|Драма
71276,"Silver Stallion (Silver Brumpy, The) (1993)",Драма
71278,Mr. Robinson Crusoe (1932),Приключения|Комедия
71280,"Wreck of the Mary Deare, The (1959)",Драма|Триллер
71282,"Food, Inc. (2008)",Документальный
71285,Beeswax (2009),Комедия|Драма
71300,"Conspiracy of Torture, The (Beatrice Cenci) (1969)",Драма
71302,Attack of the 50 Foot Woman (1958),Комедия|Научная фантастика
71304,Thirst (Bakjwi) (2009),Драма|Ужасы
71318,Terra (a.k.a. Battle for Terra) (2007),Приключения|Анимация|Научная фантастика
71322,Forbidden Fruit (Kielletty hedelmä) (2009),Драма
71325,Love Happens (2009),Комедия|Драма|Романтика
71327,Bright Star (2009),Драма|Романтика
71341,Blood Creek (a.k.a. Town Creek) (2009),Ужасы
71343,Split Second (1953),Фильм-нуар|Триллер
71348,"Good Man, A (Un buen hombre) (2009)",Криминал|Драма
71350,Scandal Sheet (1952),Криминал|Драма|Фильм-нуар|Романтика|Триллер
71357,Turn Left at the End of the World (Sof Ha'Olam Smola) (2005),Драма|Романтика
71361,I Want You (1998),Криминал|Драма|Романтика
71363,"Confiance règne, La (2004)",Комедия
71372,Hellraiser: Deader (2005),Ужасы
71374,Hellraiser: Hellworld (2005),Ужасы
71376,Chronicle of an Escape (Crónica de una fuga) (2006),Триллер
71379,Paranormal Activity (2009),Ужасы|Триллер
71382,Lake City (2008),Драма
71384,"Eagle Has Two Heads, The (L'aigle à deux têtes) (1948)",Драма
71386,"Forever, Darling (1956)",Комедия|Фэнтези
71390,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",Документальный
71402,3 Ring Circus (1954),Комедия
71404,"3 Worlds of Gulliver, The (1960)",Приключения|Фэнтези
71409,"Execution of P, The (Kinatay) (2009)",Криминал|Триллер
71413,Angel (1937),Комедия|Драма|Романтика
71416,Hellzapoppin' (1941),Комедия|Мюзикл
71418,Ballast (2008),Драма
71426,5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970),Ужасы|Мистика|Триллер
71429,World's Greatest Dad (2009),Комедия|Драма
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",Приключения|Криминал|Драма|Вестерн
71438,Still Walking (Aruitemo aruitemo) (2008),Драма
71442,"Plaisir, Le (1952)",Комедия|Драма
71444,Thirst (Pyaasa) (1957),Драма|Мюзикл|Романтика
71446,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963)",Драма
71448,Xala (1975),Комедия
71450,Capitalism: A Love Story (2009),Документальный
71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Документальный|Драма
71458,The Five Man Army (1969),Вестерн
71460,Wanted (2009),Боевик|Романтика
71462,"Cove, The (2009)",Документальный
71464,"Serious Man, A (2009)",Комедия|Драма
71466,City Island (2009),Комедия|Драма
71468,Ink (2009),Боевик|Фэнтези|Научная фантастика
71472,"Cameraman's Revenge, The (Mest kinematograficheskogo operatora) (1912)",Анимация|Комедия
71474,Down to the Cellar (Do pivnice) (1983),Приключения|Фэнтези|Триллер
71482,Yatterman (Yattâman) (2009),Боевик|Комедия|Фэнтези
71484,Metropia (2009),Анимация|Научная фантастика
71486,Clubbed (2008),Боевик|Криминал|Драма
71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",Ужасы|Триллер
71490,Grace (2009),Драма|Ужасы|Триллер
71494,"Haunted World of El Superbeasto, The (2009)",Боевик|Анимация|Комедия|Ужасы|Триллер
71497,Story of a Prostitute (Shunpu den) (1965),Драма|Военный
71500,Trick 'r Treat (2007),Комедия|Ужасы|Триллер
71503,"Hills Run Red, The (2009)",Ужасы
71518,Whip It (2009),Комедия|Драма
71520,"Invention of Lying, The (2009)",Комедия
71522,Unmistaken Child (2008),Документальный
71525,A-Haunting We Will Go (1942),Комедия
71530,Surrogates (2009),Боевик|Научная фантастика|Триллер
71533,Next Day Air (2009),Боевик|Комедия|Криминал
71535,Zombieland (2009),Боевик|Комедия|Ужасы
71537,Fame (2009),Комедия|Драма|Мюзикл|Романтика
71542,"September Issue, The (2009)",Документальный
71545,Paris Trout (1991),Драма
71550,Assassination of a High School President (2008),Комедия|Драма|Мистика
71556,How to Be a Serial Killer (2008),Комедия|Криминал|Ужасы
71558,Abbott and Costello in Hollywood (1945),Комедия
71560,Abbott and Costello in the Foreign Legion (1950),Приключения|Комедия
71571,Sorority Row (2009),Ужасы|Триллер
71573,Whiteout (2009),Боевик|Криминал|Драма|Мистика|Триллер
71575,Rudo y Cursi (Rough and Vulgar) (2008),Комедия|Драма
71579,"Education, An (2009)",Драма|Романтика
71582,David and Lisa (1998),Драма
71591,Abbott and Costello Meet Captain Kidd (1952),Приключения|Комедия|Мюзикл
71606,"Life is a Bed of Roses (Vie est un roman, La) (1983)",Фэнтези|Мюзикл
71619,Coco Before Chanel (Coco avant Chanel) (2009),Драма
71634,"Story of Louis Pasteur, The (1935)",Драма
71638,"Killing of John Lennon, The (2006)",Драма
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Документальный
71650,Werner Herzog Eats His Shoe (1980),Документальный
71653,Capone (1975),Криминал|Драма
71664,Abbott and Costello Meet the Keystone Kops (1955),Комедия
71668,Couples Retreat (2009),Комедия|Романтика
71670,All About Steve (2009),Комедия
71675,Hiroshima (2009),Комедия
71677,Gigante (2009),Комедия|Драма
71685,"End of St. Petersburg, The (Konets Sankt-Peterburga) (1927)",Драма
71688,Jab We Met (2007),Комедия|Драма|Романтика
71691,Fifty Dead Men Walking (2008),Боевик|Драма|Триллер
71693,Bay of Angels (La baie des anges) (1963),Драма|Романтика
71695,"Docks of New York, The (1928)",Криминал|Драма
71697,Our Daily Bread (1934),Драма|Романтика
71700,Deadgirl (2008),Ужасы
71702,All About Lola (Ce que je sais de Lola) (Lo que sé de Lola) (2006),Романтика
71705,"Merry Jail, The (Das fidele Gefängnis) (1917)",Комедия|Романтика
71707,Love Hina Spring Special (2001),Анимация|Комедия|Мюзикл|Романтика
71709,Yellow Earth (Huang tu di) (1984),Драма
71717,Cleopatra (1934),Драма|Романтика|Военный
71719,"Divorce of Lady X, The (1938)",Комедия|Романтика
71726,Bye-Bye Bin Laden (2009),Анимация|Комедия
71728,Gayniggers From Outer Space (1992),Комедия|Научная фантастика
71730,"Windmill Movie, The (2008)",Документальный
71732,I Sell the Dead (2008),Комедия|Ужасы
71736,Van Gogh (1991),Драма
71738,"Shanghai Gesture, The (1941)",Драма|Фильм-нуар
71740,"Tales of Hoffmann, The (1951)",Приключения|Фэнтези|Мюзикл|Романтика
71743,"Wedding March, The (1928)",Драма|Романтика
71745,Where the Wild Things Are (2009),Приключения|Детский|Драма|Фэнтези|IMAX
71748,Georg (2007),Драма|Мюзикл
71750,Chelsea Girls (1966),Драма
71755,Earth Entranced (Terra em Transe) (1967),Драма
71758,"Cloud-Capped Star, The (Meghe Dhaka Tara) (1960)",Драма
71760,India Song (1975),Драма|Фэнтези|Романтика
71762,Que Viva Mexico (¡Que Viva Mexico! - Da zdravstvuyet Meksika!) (1979),Документальный
71765,Get Thrashed: The Story of Thrash Metal (2006),Документальный
71779,Aces High (1976),Боевик|Драма|Военный
71792,Shoulder Arms (1918),Комедия|Военный
71795,The Paris Express (1952),Криминал|Драма
71804,Reckless (1984),Комедия|Драма|Романтика
71806,Lost Angels (1989),Драма
71808,Black Eagle (1988),Боевик|Драма
71810,Legionnaire (1998),Боевик|Приключения|Драма|Военный
71817,Beer Wars (2009),Документальный
71821,Shorts (2009),Детский
71823,"New York, I Love You (2009)",Драма|Романтика
71838,Law Abiding Citizen (2009),Драма|Триллер
71840,"Flame and the Arrow, The (1950)",Боевик|Приключения|Романтика
71851,"I, Monster (1971)",Ужасы|Научная фантастика
71865,Rich in Love (1993),Драма
71867,"Misfortunates, The (De helaasheid der dingen) (2009)",Драма
71873,"Moon Warriors, The (Zhan shen chuan shuo) (1993)",Боевик|Приключения
71876,Amelia (2009),Драма
71878,"Stepfather, The (2009)",Ужасы|Триллер
71888,See You in the Morning (1989),Драма|Романтика
71899,Mary and Max (2009),Анимация|Комедия|Драма
71902,Spread (2009),Драма|Романтика
71910,"Tournament, The (2009)",Боевик
71926,"Boys Are Back, The (2009)",Комедия|Драма
71928,Cairo Time (2009),Драма|Романтика
71931,5th Day of Peace (Dio è con noi) (1969),Драма|Военный
71933,"7th Dawn, The (1964)",Приключения|Драма|Военный
71936,There's Always Tomorrow (1956),Драма
71938,"Round-Up, The (Szegénylegények) (1966)",Драма|Военный
71940,"Taking of Power by Louis XIV, The (Prise de pouvoir par Louis XIV, La) (1966)",Драма
71942,"Sound Barrier, The (1952)",Драма
71966,Spring in a Small Town (Xiao cheng zhi chun) (1948),Драма|Романтика
71970,"Princess and the Pirate, The (1944)",Приключения|Комедия|Романтика
71973,Outsiders (Ceddo) (1977),Драма
71976,"Tiger of Eschnapur, The (Tiger von Eschnapur, Der) (1959)",Приключения|Романтика
71978,Mother (Mat) (1926),Драма
71980,Under the Roofs of Paris (Sous les toits de Paris) (1930),Комедия|Драма|Романтика
71986,"Hour of the Furnaces, The (Hora de los hornos, La) (1968)",Документальный|Военный
71989,Before the Revolution (Prima della rivoluzione) (1964),Драма|Романтика
71991,Afterschool (2008),Драма
71993,Dragonquest (2009),Фэнтези
71995,"Dark Lurking, The (2008)",Боевик|Ужасы|Научная фантастика
71999,Aelita: The Queen of Mars (Aelita) (1924),Боевик|Приключения|Драма|Фэнтези|Романтика|Научная фантастика|Триллер
72001,"Extraordinary Adventures of Mr. West in the Land of the Bolsheviks, The (Neobychainye priklyucheniya mistera Vesta v strane bolshevikov) (1924)",Комедия
72011,Up in the Air (2009),Драма|Романтика
72013,David Copperfield (2000),Драма
72016,EXPO: Magic of the White City (2005),Документальный
72018,H.H. Holmes: America's First Serial Killer (2004),Криминал|Документальный
72022,"Cuenca Crime, The (Crimen de Cuenca, El) (1980)",Драма
72027,Korczak (1990),Драма|Военный
72030,You're Gonna Miss Me (2005),Документальный
72032,Forever (2006),Документальный
72035,Dimensions of Dialogue (Moznosti dialogu) (1982),Анимация|Комедия|Фэнтези
72037,Darkness/Light/Darkness (Tma/Svetlo/Tma) (1989),Анимация|Комедия|Фэнтези
72039,35 Shots of Rum (35 rhums) (2008),Драма
72041,Tormented (2009),Комедия|Ужасы
72043,Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009),Анимация|Комедия|Научная фантастика
72045,"Ali Zoua: Prince of the Streets (Ali Zaoua, prince de la rue) (2000)",Криминал|Драма
72090,"13th Letter, The (1951)",Фильм-нуар
72092,23 Paces to Baker Street (1956),Мистика|Триллер
72094,"Maradona, the Hand of God (Maradona, la mano di Dio) (2007)",Драма
72096,"Collector, The (Komornik) (2005)",Драма
72100,"Jungle Book of Regulations, A (Nie Ma Rozy Bez Ognia) (1974)",Комедия
72102,Ryan (2004),Анимация|Документальный|Драма|Фэнтези
72104,Balance (1989),Анимация|Драма|Мистика|Научная фантастика|Триллер
72109,Vampire Girl vs. Frankenstein Girl (Kyûketsu Shôjo tai Shôjo Furanken) (2009),Боевик|Комедия|Ужасы|Романтика
72113,Is Anybody There? (2008),Драма
72117,"Misérables, Les (1935)",Драма|Романтика
72124,Vital Signs (1990),Драма
72129,Saw VI (2009),Криминал|Ужасы|Мистика|Триллер
72131,Michael Jackson's This Is It (2009),Документальный|Мюзикл|IMAX
72142,Love Exposure (Ai No Mukidashi) (2008),Боевик|Комедия|Драма|Романтика
72153,"Dangerous Woman, A (1993)",Драма|Романтика
72156,Twilight of the Ice Nymphs (1997),Фэнтези
72159,"Grave Decisions (Wer früher stirbt, ist länger tot) (2006)",Комедия|Драма
72161,99 River Street (1953),Боевик|Криминал|Драма|Фильм-нуар
72163,40 Guns to Apache Pass (1967),Приключения|Романтика|Вестерн
72165,Cirque du Freak: The Vampire's Assistant (2009),Боевик|Приключения|Комедия|Фэнтези|Ужасы|Триллер
72167,"Boondock Saints II: All Saints Day, The (2009)",Боевик|Криминал|Драма|Триллер
72169,Good Hair (2009),Комедия|Документальный
72171,Black Dynamite (2009),Боевик|Комедия
72176,Big Fan (2009),Комедия|Криминал|Драма
72178,Welcome to Dongmakgol (2005),Комедия|Драма|Военный
72204,Salvage (2006),Ужасы|Мистика|Триллер
72209,Astro Boy (2009),Боевик|Анимация|Детский|Научная фантастика
72212,100 Men and a Girl (One Hundred Men and a Girl) (1937),Комедия
72216,Fun is Beautiful (1980),Комедия
72224,Gentlemen Broncos (2009),Комедия
72226,Fantastic Mr. Fox (2009),Приключения|Анимация|Детский|Комедия|Криминал
72228,Creation (2009),Драма
72235,Between the Devil and the Deep Blue Sea (1995),Драма
72249,Coco Chanel & Igor Stravinsky (2009),Драма|Романтика
72258,Top Dog (1995),Боевик|Комедия|Криминал|Триллер
72261,"Pebble and the Penguin, The (1995)",Анимация|Мюзикл
72263,MVP: Most Valuable Primate (2000),Комедия
72265,Not Easily Broken (2009),Драма|Романтика
72267,Price of Glory (2000),Драма
72273,Plácido (1961),Комедия
72276,"Indian Tomb, The (Das indische Grabmal) (1959)",Приключения
72281,"Amour fou, L' (1969)",Драма
72283,Storm Over Asia (Potomok Chingis-Khana) (1928),Драма|Военный
72287,"Bridge, The (Most) (2003)",Драма
72290,Arsenal (1928),Драма|Военный
72292,Barren Lives (Vidas Secas) (1963),Драма
72294,"Christmas Carol, A (2009)",Анимация|Детский|Драма|Фэнтези|IMAX
72298,"Lusty Men, The (1952)",Боевик|Драма|Вестерн
72300,"Hart of London, The (1970)",Драма
72302,Outskirts (Okraina) (1933),Драма|Военный
72304,Fires Were Started (1943),Документальный|Драма
72308,Battlestar Galactica: The Plan (2009),Боевик|Приключения|Драма|Научная фантастика
72310,"Chronicle of Anna Magdalena Bach, The (Chronik der Anna Magdalena Bach) (1968)",Драма
72315,Hell's Hinges (1916),Романтика|Вестерн
72321,Michael Jackson: Life of a Superstar (2009),Документальный
72327,Murder by Contract (1958),Криминал|Драма|Фильм-нуар|Триллер
72330,"Private Lives of Pippa Lee, The (2009)",Драма
72332,"Introduction to Physics, An (2009)",Приключения|Комедия|Документальный|Фэнтези
72334,Our Daily Bread (Unser täglich Brot) (2005),Документальный
72336,"Doctor Takes a Wife, The (1940)",Комедия
72340,"Night to Remember, A (1942)",Комедия|Мистика
72342,Last Stop for Paul (2006),Комедия
72344,"Toll of the Sea, The (1922)",Драма|Романтика
72356,Partly Cloudy (2009),Анимация|Детский|Комедия|Фэнтези
72360,"Rocks (Rad, Das) (2003)",Боевик|Анимация|Фэнтези
72363,"Chechahcos, The (1924)",Приключения|Драма
72367,Grey Gardens (2009),Драма
